rank,player_name,pokemon_name,teratypes,nature
70,Panyawut Noijan [TH],ogerpon-cornerstone-mask,Rock,Sturdy
70,Panyawut Noijan [TH],Raging-Bolt,Electric,Protosynthesis
70,Panyawut Noijan [TH],Clefairy,Grass,Friend Guard
70,Panyawut Noijan [TH],calyrex-ice,Normal,As One
70,Panyawut Noijan [TH],Scream-Tail,Dark,Protosynthesis
71,Rahim Farzan [DE],Zamazenta,Dragon,Dauntless Shield
71,Rahim Farzan [DE],Rillaboom,Fire,Grassy Surge
71,Rahim Farzan [DE],Entei,Normal,Inner Focus
71,Rahim Farzan [DE],Chien-Pao,Ghost,Sword of Ruin
71,Rahim Farzan [DE],urshifu-rapid-strike,Water,Unseen Fist
71,Rahim Farzan [DE],Flutter-Mane,Grass,Protosynthesis
72,Lewis Tan [AU],Iron-Crown,Ground,Quark Drive
72,Lewis Tan [AU],Clefairy,Ground,Friend Guard
72,Lewis Tan [AU],Raging-Bolt,Electric,Protosynthesis
72,Lewis Tan [AU],ogerpon-cornerstone-mask,Rock,Sturdy
72,Lewis Tan [AU],urshifu-rapid-strike,Stellar,Unseen Fist
72,Lewis Tan [AU],calyrex-ice,Normal,As One
73,Kiyoshiro Arai [JP],Amoonguss,Water,Regenerator
73,Kiyoshiro Arai [JP],Incineroar,Water,Intimidate
73,Kiyoshiro Arai [JP],calyrex-ice,Grass,As One
73,Kiyoshiro Arai [JP],urshifu-rapid-strike,Ghost,Unseen Fist
73,Kiyoshiro Arai [JP],Pelipper,Ghost,Drizzle
73,Kiyoshiro Arai [JP],Raging-Bolt,Electric,Protosynthesis
74,Ferdinando Vincenti [IT],ogerpon-hearthflame-mask,Fire,Mold Breaker
74,Ferdinando Vincenti [IT],Raging-Bolt,Electric,Protosynthesis
74,Ferdinando Vincenti [IT],Flutter-Mane,Fairy,Protosynthesis
74,Ferdinando Vincenti [IT],Hariyama,Fighting,Thick Fat
74,Ferdinando Vincenti [IT],Farigiraf,Water,Armor Tail
74,Ferdinando Vincenti [IT],Groudon,Fire,Drought
75,HARUKA GOTO [JP],Iron-Hands,Grass,Quark Drive
75,HARUKA GOTO [JP],calyrex-shadow,Fighting,As One
75,HARUKA GOTO [JP],Chien-Pao,Ghost,Sword of Ruin
75,HARUKA GOTO [JP],Clefairy,Grass,Friend Guard
75,HARUKA GOTO [JP],urshifu-rapid-strike,Ghost,Unseen Fist
75,HARUKA GOTO [JP],ogerpon-hearthflame-mask,Fire,Mold Breaker
76,Eric Bartlett [US],Whimsicott,Water,Prankster
76,Eric Bartlett [US],Terapagos,Stellar,Tera Shift
76,Eric Bartlett [US],urshifu-rapid-strike,Stellar,Unseen Fist
76,Eric Bartlett [US],ogerpon-hearthflame-mask,Fire,Mold Breaker
76,Eric Bartlett [US],Farigiraf,Fairy,Armor Tail
76,Eric Bartlett [US],landorus-incarnate,Poison,Sheer Force
77,Alberto Baldi [IT],Farigiraf,Fire,Armor Tail
77,Alberto Baldi [IT],Iron-Hands,Grass,Quark Drive
77,Alberto Baldi [IT],ursaluna-bloodmoon,Normal,Mind’s Eye
77,Alberto Baldi [IT],Smeargle,Ghost,Moody
77,Alberto Baldi [IT],urshifu-single-strike,Poison,Unseen Fist
77,Alberto Baldi [IT],Miraidon,Fairy,Hadron Engine
78,Albert Bos [ES],Incineroar,Water,Intimidate
78,Albert Bos [ES],urshifu-rapid-strike,Fire,Unseen Fist
78,Albert Bos [ES],Rillaboom,Fire,Grassy Surge
78,Albert Bos [ES],ogerpon-cornerstone-mask,Rock,Sturdy
78,Albert Bos [ES],Lunala,Fairy,Shadow Shield
78,Albert Bos [ES],Farigiraf,Water,Armor Tail
79,Juan José Mejia Tasayco [PE],calyrex-shadow,Ghost,As One
79,Juan José Mejia Tasayco [PE],maushold-family-of-four,Ground,Friend Guard
79,Juan José Mejia Tasayco [PE],weezing-galar,Normal,Neutralizing Gas
79,Juan José Mejia Tasayco [PE],Dondozo,Grass,Unaware
79,Juan José Mejia Tasayco [PE],tatsugiri-droopy,Steel,Commander
79,Juan José Mejia Tasayco [PE],Mienshao,Ghost,Inner Focus
80,Agustín Marinucci [UY],urshifu-single-strike,Grass,Unseen Fist
80,Agustín Marinucci [UY],Smeargle,Grass,Own Tempo
80,Agustín Marinucci [UY],Farigiraf,Water,Armor Tail
80,Agustín Marinucci [UY],indeedee-female,Grass,Psychic Surge
80,Agustín Marinucci [UY],Torkoal,Fire,Drought
80,Agustín Marinucci [UY],calyrex-ice,Fire,As One
81,Nikolaj Høj Nielsen [DK],Iron-Hands,Bug,Quark Drive
81,Nikolaj Høj Nielsen [DK],Grimmsnarl,Ghost,Prankster
81,Nikolaj Høj Nielsen [DK],ursaluna-bloodmoon,Normal,Mind’s Eye
81,Nikolaj Høj Nielsen [DK],ogerpon-hearthflame-mask,Fire,Mold Breaker
81,Nikolaj Høj Nielsen [DK],Farigiraf,Fire,Armor Tail
81,Nikolaj Høj Nielsen [DK],Miraidon,Fairy,Hadron Engine
82,Motoki Agano [JP],Altaria,Water,Cloud Nine
82,Motoki Agano [JP],Groudon,Fire,Drought
82,Motoki Agano [JP],Chi-Yu,Fire,Beads of Ruin
82,Motoki Agano [JP],Sableye,Normal,Prankster
82,Motoki Agano [JP],indeedee-female,Fire,Psychic Surge
82,Motoki Agano [JP],Flutter-Mane,Fairy,Protosynthesis
83,Sidy Badiane [IT],Farigiraf,Fairy,Armor Tail
83,Sidy Badiane [IT],Raging-Bolt,Electric,Protosynthesis
83,Sidy Badiane [IT],urshifu-rapid-strike,Water,Unseen Fist
83,Sidy Badiane [IT],Rillaboom,Fire,Grassy Surge
83,Sidy Badiane [IT],calyrex-ice,Fire,As One
83,Sidy Badiane [IT],ogerpon-cornerstone-mask,Rock,Sturdy
84,Seowon Kim [KR],Terapagos,Stellar,Tera Shift
84,Seowon Kim [KR],landorus-incarnate,Fairy,Sheer Force
84,Seowon Kim [KR],Flutter-Mane,Fairy,Protosynthesis
84,Seowon Kim [KR],urshifu-single-strike,Dark,Unseen Fist
84,Seowon Kim [KR],Incineroar,Ghost,Intimidate
84,Seowon Kim [KR],Amoonguss,Water,Regenerator
85,Florian Hoffmann [DE],Farigiraf,Fairy,Armor Tail
85,Florian Hoffmann [DE],Rillaboom,Fire,Grassy Surge
85,Florian Hoffmann [DE],Kyogre,Grass,Drizzle
85,Florian Hoffmann [DE],Electabuzz,Ghost,Vital Spirit
85,Florian Hoffmann [DE],tornadus-incarnate,Dragon,Prankster
85,Florian Hoffmann [DE],urshifu-rapid-strike,Grass,Unseen Fist
86,Tano Rosenkranz [DE],Rillaboom,Water,Grassy Surge
86,Tano Rosenkranz [DE],Incineroar,Ghost,Intimidate
86,Tano Rosenkranz [DE],urshifu-rapid-strike,Stellar,Unseen Fist
86,Tano Rosenkranz [DE],Clefairy,Grass,Friend Guard
86,Tano Rosenkranz [DE],ogerpon-hearthflame-mask,Fire,Mold Breaker
86,Tano Rosenkranz [DE],calyrex-shadow,Normal,As One
87,Danijel Zitko [AU],Koraidon,Fire,Orichalcum Pulse
87,Danijel Zitko [AU],Raging-Bolt,Electric,Protosynthesis
87,Danijel Zitko [AU],Gholdengo,Normal,Good as Gold
87,Danijel Zitko [AU],Chi-Yu,Grass,Beads of Ruin
87,Danijel Zitko [AU],Flutter-Mane,Stellar,Protosynthesis
87,Danijel Zitko [AU],Dragonite,Normal,Inner Focus
88,Jeudy Azzarelli [US],Iron-Hands,Grass,Quark Drive
88,Jeudy Azzarelli [US],ursaluna-bloodmoon,Normal,Mind’s Eye
88,Jeudy Azzarelli [US],Amoonguss,Fairy,Regenerator
88,Jeudy Azzarelli [US],urshifu-rapid-strike,Water,Unseen Fist
88,Jeudy Azzarelli [US],Farigiraf,Grass,Armor Tail
88,Jeudy Azzarelli [US],calyrex-ice,Fire,As One
89,tsubasa kitaoka [JP],Raging-Bolt,Electric,Protosynthesis
89,tsubasa kitaoka [JP],Rillaboom,Fire,Grassy Surge
89,tsubasa kitaoka [JP],Chi-Yu,Ghost,Beads of Ruin
89,tsubasa kitaoka [JP],Koraidon,Fire,Orichalcum Pulse
89,tsubasa kitaoka [JP],Flutter-Mane,Fairy,Protosynthesis
89,tsubasa kitaoka [JP],Glastrier,Water,Chilling Neigh
90,Alexander Ubaghs [DE],Rillaboom,Grass,Grassy Surge
90,Alexander Ubaghs [DE],Flutter-Mane,Grass,Protosynthesis
90,Alexander Ubaghs [DE],Zamazenta,Dragon,Dauntless Shield
90,Alexander Ubaghs [DE],Tyranitar,Ghost,Sand Stream
90,Alexander Ubaghs [DE],Gholdengo,Normal,Good as Gold
90,Alexander Ubaghs [DE],Latios,Fire,Levitate
91,Keishiro Ohashi [JP],Amoonguss,Water,Regenerator
91,Keishiro Ohashi [JP],urshifu-rapid-strike,Stellar,Unseen Fist
91,Keishiro Ohashi [JP],Rillaboom,Fire,Grassy Surge
91,Keishiro Ohashi [JP],Raging-Bolt,Fairy,Protosynthesis
91,Keishiro Ohashi [JP],calyrex-shadow,Dark,As One
91,Keishiro Ohashi [JP],Incineroar,Water,Intimidate
92,Mao Harada [JP],Clefairy,Ground,Friend Guard
92,Mao Harada [JP],calyrex-shadow,Dark,As One
92,Mao Harada [JP],Incineroar,Poison,Intimidate
92,Mao Harada [JP],urshifu-rapid-strike,Stellar,Unseen Fist
92,Mao Harada [JP],Raging-Bolt,Fairy,Protosynthesis
92,Mao Harada [JP],Rillaboom,Fire,Grassy Surge
93,Everett Filloon [US],Chien-Pao,Ghost,Sword of Ruin
93,Everett Filloon [US],ursaluna-bloodmoon,Normal,Mind’s Eye
93,Everett Filloon [US],Zamazenta,Dragon,Dauntless Shield
93,Everett Filloon [US],Electabuzz,Water,Static
93,Everett Filloon [US],Whimsicott,Fire,Prankster
93,Everett Filloon [US],Rillaboom,Fire,Grassy Surge
94,Sergio Mojica [US],Torkoal,Fire,Drought
94,Sergio Mojica [US],urshifu-single-strike,Dark,Unseen Fist
94,Sergio Mojica [US],Farigiraf,Fairy,Armor Tail
94,Sergio Mojica [US],Annihilape,Grass,Defiant
94,Sergio Mojica [US],calyrex-ice,Water,As One
94,Sergio Mojica [US],Smeargle,Grass,Own Tempo
95,Diego Gutierrez [PE],Farigiraf,Water,Armor Tail
95,Diego Gutierrez [PE],Zamazenta,Dragon,Dauntless Shield
95,Diego Gutierrez [PE],Rillaboom,Fire,Grassy Surge
95,Diego Gutierrez [PE],Chi-Yu,Ground,Beads of Ruin
95,Diego Gutierrez [PE],urshifu-rapid-strike,Grass,Unseen Fist
95,Diego Gutierrez [PE],Raging-Bolt,Fairy,Protosynthesis
96,Renzo Navarro [PE],Rillaboom,Fire,Grassy Surge
96,Renzo Navarro [PE],Chi-Yu,Ground,Beads of Ruin
96,Renzo Navarro [PE],Farigiraf,Water,Armor Tail
96,Renzo Navarro [PE],urshifu-rapid-strike,Stellar,Unseen Fist
96,Renzo Navarro [PE],Zamazenta,Dragon,Dauntless Shield
96,Renzo Navarro [PE],Raging-Bolt,Fairy,Protosynthesis
97,Eduardo Cunha [PT],Raging-Bolt,Fairy,Protosynthesis
97,Eduardo Cunha [PT],urshifu-rapid-strike,Stellar,Unseen Fist
97,Eduardo Cunha [PT],Rillaboom,Fire,Grassy Surge
97,Eduardo Cunha [PT],Incineroar,Ghost,Intimidate
97,Eduardo Cunha [PT],Clefairy,Grass,Friend Guard
97,Eduardo Cunha [PT],calyrex-shadow,Normal,As One
98,Federico Camporesi [IT],ogerpon-cornerstone-mask,Rock,Sturdy
98,Federico Camporesi [IT],Farigiraf,Water,Armor Tail
98,Federico Camporesi [IT],urshifu-rapid-strike,Stellar,Unseen Fist
98,Federico Camporesi [IT],calyrex-ice,Fire,As One
98,Federico Camporesi [IT],Raging-Bolt,Electric,Protosynthesis
98,Federico Camporesi [IT],Rillaboom,Grass,Grassy Surge
99,Lorenzo Arce [US],Grimmsnarl,Grass,Prankster
99,Lorenzo Arce [US],Gholdengo,Normal,Good as Gold
99,Lorenzo Arce [US],landorus-incarnate,Ground,Sheer Force
99,Lorenzo Arce [US],Wo-Chien,Poison,Tablets of Ruin
99,Lorenzo Arce [US],Kyogre,Grass,Drizzle
99,Lorenzo Arce [US],Incineroar,Ghost,Intimidate
100,Chamath Abeyawardana [AU],Whimsicott,Dark,Prankster
100,Chamath Abeyawardana [AU],ogerpon-hearthflame-mask,Fire,Mold Breaker
100,Chamath Abeyawardana [AU],Farigiraf,Dragon,Armor Tail
100,Chamath Abeyawardana [AU],Iron-Hands,Bug,Quark Drive
100,Chamath Abeyawardana [AU],urshifu-single-strike,Dark,Unseen Fist
100,Chamath Abeyawardana [AU],Miraidon,Fairy,Hadron Engine
101,KOTA KAWABE [JP],urshifu-rapid-strike,Stellar,Unseen Fist
101,KOTA KAWABE [JP],Miraidon,Fairy,Hadron Engine
101,KOTA KAWABE [JP],Chi-Yu,Ghost,Beads of Ruin
101,KOTA KAWABE [JP],Farigiraf,Ground,Armor Tail
101,KOTA KAWABE [JP],tornadus-incarnate,Normal,Prankster
101,KOTA KAWABE [JP],Iron-Hands,Electric,Quark Drive
102,Joshua Lorcy [US],urshifu-rapid-strike,Stellar,Unseen Fist
102,Joshua Lorcy [US],Whimsicott,Water,Prankster
102,Joshua Lorcy [US],Iron-Leaves,Normal,Quark Drive
102,Joshua Lorcy [US],Incineroar,Ghost,Intimidate
102,Joshua Lorcy [US],Miraidon,Fairy,Hadron Engine
102,Joshua Lorcy [US],Iron-Hands,Fire,Quark Drive
103,Yichun Wu [CN],landorus-incarnate,Ghost,Sheer Force
103,Yichun Wu [CN],calyrex-ice,Normal,As One
103,Yichun Wu [CN],ogerpon,Grass,Defiant
103,Yichun Wu [CN],urshifu-rapid-strike,Stellar,Unseen Fist
103,Yichun Wu [CN],Pelipper,Grass,Drizzle
103,Yichun Wu [CN],Incineroar,Grass,Intimidate
104,Giovanni Cischke [US],Raging-Bolt,Electric,Protosynthesis
104,Giovanni Cischke [US],Flutter-Mane,Fairy,Protosynthesis
104,Giovanni Cischke [US],Ditto,Ghost,Imposter
104,Giovanni Cischke [US],ogerpon-cornerstone-mask,Rock,Sturdy
104,Giovanni Cischke [US],Koraidon,Fire,Orichalcum Pulse
104,Giovanni Cischke [US],Chi-Yu,Water,Beads of Ruin
105,Roberto Parente [IT],ogerpon-cornerstone-mask,Rock,Sturdy
105,Roberto Parente [IT],indeedee-female,Water,Psychic Surge
105,Roberto Parente [IT],Whimsicott,Dark,Prankster
105,Roberto Parente [IT],Regidrago,Steel,Dragon's Maw
105,Roberto Parente [IT],calyrex-shadow,Normal,As One
105,Roberto Parente [IT],urshifu-rapid-strike,Water,Unseen Fist
106,Anthony-Christopher Manolache [FR],Iron-Hands,Water,Quark Drive
106,Anthony-Christopher Manolache [FR],Farigiraf,Water,Armor Tail
106,Anthony-Christopher Manolache [FR],Whimsicott,Water,Prankster
106,Anthony-Christopher Manolache [FR],Miraidon,Fairy,Hadron Engine
106,Anthony-Christopher Manolache [FR],urshifu-rapid-strike,Stellar,Unseen Fist
106,Anthony-Christopher Manolache [FR],Chi-Yu,Ghost,Beads of Ruin
107,Dorian Quiñonez [PE],ogerpon-cornerstone-mask,Rock,Sturdy
107,Dorian Quiñonez [PE],Raging-Bolt,Fairy,Protosynthesis
107,Dorian Quiñonez [PE],urshifu-rapid-strike,Grass,Unseen Fist
107,Dorian Quiñonez [PE],Incineroar,Ghost,Intimidate
107,Dorian Quiñonez [PE],Rillaboom,Fire,Grassy Surge
107,Dorian Quiñonez [PE],Lunala,Fairy,Shadow Shield
108,Enrique Grimaldo [US],Rillaboom,Normal,Grassy Surge
108,Enrique Grimaldo [US],ursaluna-bloodmoon,Normal,Mind’s Eye
108,Enrique Grimaldo [US],urshifu-rapid-strike,Grass,Unseen Fist
108,Enrique Grimaldo [US],Amoonguss,Water,Regenerator
108,Enrique Grimaldo [US],Incineroar,Ghost,Intimidate
108,Enrique Grimaldo [US],calyrex-ice,Fairy,As One
109,Kenya Kodera [JP],tornadus-incarnate,Steel,Prankster
109,Kenya Kodera [JP],Zamazenta,Dragon,Dauntless Shield
109,Kenya Kodera [JP],urshifu-rapid-strike,Water,Unseen Fist
109,Kenya Kodera [JP],Rillaboom,Water,Grassy Surge
109,Kenya Kodera [JP],Chi-Yu,Ghost,Beads of Ruin
109,Kenya Kodera [JP],Raging-Bolt,Electric,Protosynthesis
110,Ryosuke Aso [JP],Kyogre,Grass,Drizzle
110,Ryosuke Aso [JP],Raging-Bolt,Electric,Protosynthesis
110,Ryosuke Aso [JP],Grimmsnarl,Ghost,Prankster
110,Ryosuke Aso [JP],Rillaboom,Fire,Grassy Surge
110,Ryosuke Aso [JP],Amoonguss,Water,Regenerator
110,Ryosuke Aso [JP],Incineroar,Ghost,Intimidate
111,Salvatore Rega [IT],tatsugiri-droopy,Fairy,Commander
111,Salvatore Rega [IT],Chi-Yu,Ghost,Beads of Ruin
111,Salvatore Rega [IT],calyrex-shadow,Normal,As One
111,Salvatore Rega [IT],weezing-galar,Dark,Neutralizing Gas
111,Salvatore Rega [IT],Mienshao,Fighting,Inner Focus
111,Salvatore Rega [IT],Dondozo,Grass,Unaware
112,Ethan Yang [TW],Rillaboom,Grass,Grassy Surge
112,Ethan Yang [TW],Raging-Bolt,Electric,Protosynthesis
112,Ethan Yang [TW],Clefairy,Grass,Friend Guard
112,Ethan Yang [TW],urshifu-rapid-strike,Stellar,Unseen Fist
112,Ethan Yang [TW],Incineroar,Ghost,Intimidate
112,Ethan Yang [TW],calyrex-shadow,Fairy,As One
113,Ibrahim Maarouf [DE],urshifu-rapid-strike,Water,Unseen Fist
113,Ibrahim Maarouf [DE],Zacian,Fairy,Intrepid Sword
113,Ibrahim Maarouf [DE],indeedee-female,Ground,Psychic Surge
113,Ibrahim Maarouf [DE],Regidrago,Steel,Dragon's Maw
113,Ibrahim Maarouf [DE],Rillaboom,Fire,Grassy Surge
113,Ibrahim Maarouf [DE],tornadus-incarnate,Dark,Prankster
114,Giulio Tarlao [IT],tornadus-incarnate,Ghost,Prankster
114,Giulio Tarlao [IT],Amoonguss,Water,Regenerator
114,Giulio Tarlao [IT],Incineroar,Ghost,Intimidate
114,Giulio Tarlao [IT],Terapagos,Stellar,Tera Shift
114,Giulio Tarlao [IT],Raging-Bolt,Electric,Protosynthesis
114,Giulio Tarlao [IT],urshifu-rapid-strike,Water,Unseen Fist
115,Javier Señorena [ES],Miraidon,Fairy,Hadron Engine
115,Javier Señorena [ES],Incineroar,Ghost,Intimidate
115,Javier Señorena [ES],urshifu-rapid-strike,Water,Unseen Fist
115,Javier Señorena [ES],Iron-Hands,Fire,Quark Drive
115,Javier Señorena [ES],Iron-Leaves,Normal,Quark Drive
115,Javier Señorena [ES],Whimsicott,Water,Prankster
116,Bobby Rochelle [US],Clefairy,Grass,Friend Guard
116,Bobby Rochelle [US],Rillaboom,Grass,Grassy Surge
116,Bobby Rochelle [US],tornadus-incarnate,Ghost,Prankster
116,Bobby Rochelle [US],calyrex-shadow,Dark,As One
116,Bobby Rochelle [US],Chi-Yu,Water,Beads of Ruin
116,Bobby Rochelle [US],urshifu-rapid-strike,Stellar,Unseen Fist
117,Gabriel Agati [BR],Miraidon,Fairy,Hadron Engine
117,Gabriel Agati [BR],Incineroar,Ghost,Intimidate
117,Gabriel Agati [BR],urshifu-single-strike,Stellar,Unseen Fist
117,Gabriel Agati [BR],Iron-Hands,Water,Quark Drive
117,Gabriel Agati [BR],Iron-Treads,Ghost,Quark Drive
117,Gabriel Agati [BR],Farigiraf,Water,Armor Tail
118,melvin keh [SG],calyrex-ice,Water,As One
118,melvin keh [SG],indeedee-female,Fairy,Psychic Surge
118,melvin keh [SG],ursaluna-bloodmoon,Normal,Mind’s Eye
118,melvin keh [SG],Smeargle,Grass,Moody
118,melvin keh [SG],ogerpon-cornerstone-mask,Rock,Sturdy
118,melvin keh [SG],Annihilape,Grass,Defiant
119,Joseph Ugarte [US],Iron-Hands,Water,Quark Drive
119,Joseph Ugarte [US],Ditto,Normal,Imposter
119,Joseph Ugarte [US],urshifu-rapid-strike,Poison,Unseen Fist
119,Joseph Ugarte [US],Miraidon,Fairy,Hadron Engine
119,Joseph Ugarte [US],Grimmsnarl,Ghost,Prankster
119,Joseph Ugarte [US],Volcarona,Grass,Flame Body
120,Kota Okutsu [JP],Flutter-Mane,Normal,Protosynthesis
120,Kota Okutsu [JP],Terapagos,Stellar,Tera Shift
120,Kota Okutsu [JP],Rillaboom,Fire,Grassy Surge
120,Kota Okutsu [JP],Incineroar,Ghost,Intimidate
120,Kota Okutsu [JP],Clefairy,Water,Friend Guard
120,Kota Okutsu [JP],Comfey,Water,Triage
121,Patrick Dillon [US],Rillaboom,Fire,Grassy Surge
121,Patrick Dillon [US],Annihilape,Ghost,Defiant
121,Patrick Dillon [US],Incineroar,Water,Intimidate
121,Patrick Dillon [US],sinistcha,Water,Hospitality
121,Patrick Dillon [US],Terapagos,Stellar,Tera Shift
121,Patrick Dillon [US],Grimmsnarl,Ghost,Prankster
122,CHEN-WEI LIU [TW],urshifu-rapid-strike,Stellar,Unseen Fist
122,CHEN-WEI LIU [TW],Farigiraf,Water,Armor Tail
122,CHEN-WEI LIU [TW],Grimmsnarl,Ghost,Prankster
122,CHEN-WEI LIU [TW],ogerpon-hearthflame-mask,Fire,Mold Breaker
122,CHEN-WEI LIU [TW],Miraidon,Fairy,Hadron Engine
122,CHEN-WEI LIU [TW],Iron-Hands,Grass,Quark Drive
123,Philipp Mayr [DE],Raging-Bolt,Electric,Protosynthesis
123,Philipp Mayr [DE],calyrex-ice,Fire,As One
123,Philipp Mayr [DE],urshifu-rapid-strike,Water,Unseen Fist
123,Philipp Mayr [DE],ogerpon-cornerstone-mask,Rock,Sturdy
123,Philipp Mayr [DE],Farigiraf,Fairy,Armor Tail
123,Philipp Mayr [DE],Rillaboom,Fire,Grassy Surge
124,Justin Tang [US],landorus-incarnate,Ghost,Sheer Force
124,Justin Tang [US],urshifu-rapid-strike,Stellar,Unseen Fist
124,Justin Tang [US],Pelipper,Grass,Drizzle
124,Justin Tang [US],calyrex-ice,Normal,As One
124,Justin Tang [US],Incineroar,Grass,Intimidate
124,Justin Tang [US],ogerpon,Grass,Defiant
125,Andrew Ding [US],Miraidon,Fairy,Hadron Engine
125,Andrew Ding [US],Iron-Hands,Grass,Quark Drive
125,Andrew Ding [US],Farigiraf,Water,Armor Tail
125,Andrew Ding [US],ogerpon-hearthflame-mask,Fire,Mold Breaker
125,Andrew Ding [US],Whimsicott,Water,Prankster
125,Andrew Ding [US],urshifu-single-strike,Stellar,Unseen Fist
126,Luciano Begot [BR],ogerpon-cornerstone-mask,Rock,Sturdy
126,Luciano Begot [BR],Raging-Bolt,Fairy,Protosynthesis
126,Luciano Begot [BR],Farigiraf,Fairy,Armor Tail
126,Luciano Begot [BR],urshifu-rapid-strike,Stellar,Unseen Fist
126,Luciano Begot [BR],landorus-incarnate,Flying,Sheer Force
126,Luciano Begot [BR],calyrex-ice,Fire,As One
127,Joshua Denk [US],Chien-Pao,Ghost,Sword of Ruin
127,Joshua Denk [US],Raging-Bolt,Electric,Protosynthesis
127,Joshua Denk [US],Whimsicott,Fire,Prankster
127,Joshua Denk [US],Zamazenta,Dragon,Dauntless Shield
127,Joshua Denk [US],Chi-Yu,Ghost,Beads of Ruin
127,Joshua Denk [US],Rillaboom,Fire,Grassy Surge
128,Giuseppe Musicco [IT],Raging-Bolt,Fairy,Protosynthesis
128,Giuseppe Musicco [IT],urshifu-rapid-strike,Stellar,Unseen Fist
128,Giuseppe Musicco [IT],Rillaboom,Water,Grassy Surge
128,Giuseppe Musicco [IT],calyrex-ice,Normal,As One
128,Giuseppe Musicco [IT],Incineroar,Water,Intimidate
128,Giuseppe Musicco [IT],Volcarona,Steel,Flame Body
129,Leonard Craft III [US],Rillaboom,Water,Grassy Surge
129,Leonard Craft III [US],calyrex-ice,Fire,As One
129,Leonard Craft III [US],Grimmsnarl,Ghost,Prankster
129,Leonard Craft III [US],Raging-Bolt,Electric,Protosynthesis
129,Leonard Craft III [US],Gholdengo,Normal,Good as Gold
129,Leonard Craft III [US],urshifu-rapid-strike,Stellar,Unseen Fist
130,Davide Fazio [IT],ogerpon-hearthflame-mask,Fire,Mold Breaker
130,Davide Fazio [IT],urshifu-rapid-strike,Stellar,Unseen Fist
130,Davide Fazio [IT],calyrex-shadow,Normal,As One
130,Davide Fazio [IT],Rillaboom,Fire,Grassy Surge
130,Davide Fazio [IT],Raging-Bolt,Fairy,Protosynthesis
130,Davide Fazio [IT],Incineroar,Ghost,Intimidate
131,Chloe Bourke [AU],urshifu-rapid-strike,Water,Unseen Fist
131,Chloe Bourke [AU],Terapagos,Stellar,Tera Shift
131,Chloe Bourke [AU],Rillaboom,Fire,Grassy Surge
131,Chloe Bourke [AU],Comfey,Fire,Triage
131,Chloe Bourke [AU],Incineroar,Ghost,Intimidate
131,Chloe Bourke [AU],ogerpon-hearthflame-mask,Fire,Mold Breaker
132,Brady Smith [US],urshifu-rapid-strike,Water,Unseen Fist
132,Brady Smith [US],tornadus-incarnate,Ghost,Prankster
132,Brady Smith [US],Terapagos,Stellar,Tera Shift
132,Brady Smith [US],Incineroar,Ghost,Intimidate
132,Brady Smith [US],Amoonguss,Fairy,Regenerator
132,Brady Smith [US],Rillaboom,Fire,Grassy Surge
133,Aaron Zheng [US],Rillaboom,Fire,Grassy Surge
133,Aaron Zheng [US],Zamazenta,Dragon,Dauntless Shield
133,Aaron Zheng [US],Entei,Normal,Inner Focus
133,Aaron Zheng [US],Chien-Pao,Ghost,Sword of Ruin
133,Aaron Zheng [US],Flutter-Mane,Grass,Protosynthesis
133,Aaron Zheng [US],Grimmsnarl,Ghost,Prankster
134,Israel Suaste [MX],Miraidon,Electric,Hadron Engine
134,Israel Suaste [MX],Incineroar,Water,Intimidate
134,Israel Suaste [MX],Ditto,Grass,Imposter
134,Israel Suaste [MX],Whimsicott,Ghost,Prankster
134,Israel Suaste [MX],Iron-Hands,Water,Quark Drive
134,Israel Suaste [MX],Farigiraf,Dark,Armor Tail
135,Rayan GUEZI [FR],urshifu-rapid-strike,Ghost,Unseen Fist
135,Rayan GUEZI [FR],Chi-Yu,Ghost,Beads of Ruin
135,Rayan GUEZI [FR],calyrex-shadow,Ghost,As One
135,Rayan GUEZI [FR],Raging-Bolt,Electric,Protosynthesis
135,Rayan GUEZI [FR],Rillaboom,Fire,Grassy Surge
135,Rayan GUEZI [FR],Whimsicott,Water,Prankster
136,Ashton Cox [US],calyrex-shadow,Normal,As One
136,Ashton Cox [US],Raging-Bolt,Electric,Protosynthesis
136,Ashton Cox [US],ogerpon-hearthflame-mask,Fire,Mold Breaker
136,Ashton Cox [US],Rillaboom,Fire,Grassy Surge
136,Ashton Cox [US],urshifu-rapid-strike,Stellar,Unseen Fist
136,Ashton Cox [US],Snorlax,Fairy,Thick Fat
137,Taeseok Roe [KR],urshifu-rapid-strike,Stellar,Unseen Fist
137,Taeseok Roe [KR],Raging-Bolt,Fairy,Protosynthesis
137,Taeseok Roe [KR],Rillaboom,Fire,Grassy Surge
137,Taeseok Roe [KR],Farigiraf,Water,Armor Tail
137,Taeseok Roe [KR],Incineroar,Ghost,Intimidate
137,Taeseok Roe [KR],calyrex-ice,Fire,As One
138,David Rodriguez [CR],Farigiraf,Ground,Armor Tail
138,David Rodriguez [CR],Miraidon,Fairy,Hadron Engine
138,David Rodriguez [CR],Flutter-Mane,Grass,Protosynthesis
138,David Rodriguez [CR],tornadus-incarnate,Flying,Prankster
138,David Rodriguez [CR],Iron-Hands,Water,Quark Drive
138,David Rodriguez [CR],urshifu-rapid-strike,Grass,Unseen Fist
139,Kiran Singh [AU],urshifu-rapid-strike,Stellar,Unseen Fist
